    828156,  -0.10232925,  -1.01568699,   0.09994197
    828158,  -0.08987290,  -1.00347924,   0.10604537
    828161,  -0.09610111,  -1.00347924,   0.10604537
    828163,  -0.09610111,  -1.00958312,   0.10604537
    828165,  -0.08987290,  -0.99737537,   0.11825204
    828167,  -0.08987290,  -1.00347924,   0.12435532
    828170,  -0.10232925,  -1.02179098,   0.09994197
    828172,  -0.08987290,  -1.00347924,   0.11825204
    828174,  -0.07741648,  -0.99737537,   0.12435532
    828176,  -0.08364469,  -0.99127150,   0.11825204
    828178,  -0.09610111,  -0.99737537,   0.12435532
    828180,  -0.08987290,  -1.00347924,   0.13045871
    828182,  -0.08364469,  -1.01568699,   0.13045871
    828184,  -0.09610111,  -1.00958312,   0.13045871
    828187,  -0.08364469,  -0.99127150,   0.13045871
    828189,  -0.08987290,  -1.00347924,   0.13045871
    828191,  -0.09610111,  -0.99737537,   0.13656199
    828193,  -0.07741648,  -0.99737537,   0.13656199
    828195,  -0.08364469,  -0.99737537,   0.13045871
    828197,  -0.08987290,  -0.98516762,   0.13656199
    828199,  -0.10232925,  -0.97906369,   0.14876866
    828203,  -0.08987290,  -0.97906369,   0.13045871
    828205,  -0.10232925,  -0.98516762,   0.13656199
    828207,  -0.10232925,  -0.99737537,   0.13045871
    828209,  -0.10232925,  -0.99127150,   0.13045871
    828211,  -0.10232925,  -0.99737537,   0.14876866
    828213,  -0.10232925,  -0.99737537,   0.13656199
    828215,  -0.09610111,  -0.99127150,   0.13656199
    828217,  -0.09610111,  -0.99127150,   0.13045871
    828220,  -0.11478567,  -1.00347924,   0.12435532
    828222,  -0.10232925,  -0.98516762,   0.13656199
    828224,  -0.10232925,  -0.98516762,   0.13045871
    828226,  -0.09610111,  -1.00347924,   0.14266539
    828228,  -0.08987290,  -0.99127150,   0.12435532
    828230,  -0.09610111,  -0.99737537,   0.11825204
    828232,  -0.10232925,  -0.98516762,   0.11825204
    828234,  -0.10232925,  -0.98516762,   0.11825204
    828237,  -0.08987290,  -0.99127150,   0.12435532
    828239,  -0.08987290,  -0.99737537,   0.11214864
    828241,  -0.10232925,  -0.99737537,   0.11825204
    828243,  -0.10855746,  -0.98516762,   0.11214864
    828246,  -0.10232925,  -0.99737537,   0.13045871
    828248,  -0.10232925,  -0.99737537,   0.11825204
    828250,  -0.09610111,  -0.99737537,   0.11825204
    828252,  -0.08987290,  -0.99127150,   0.11825204
    828255,  -0.09610111,  -1.00347924,   0.11825204
    828257,  -0.08987290,  -0.99737537,   0.11825204
    828259,  -0.08987290,  -0.99737537,   0.12435532
    828261,  -0.08364469,  -1.00347924,   0.13045871
    828263,  -0.07741648,  -1.00347924,   0.10604537
    828265,  -0.08364469,  -1.00347924,   0.12435532
    828267,  -0.06496006,  -1.00958312,   0.11214864
    828269,  -0.09610111,  -1.02179098,   0.11214864
    828272,  -0.06496006,  -1.00958312,   0.11825204
    828274,  -0.07118827,  -1.02179098,   0.13656199
    828276,  -0.07118827,  -1.02789485,   0.13656199
    828278,  -0.05873185,  -1.02789485,   0.11825204
    828280,  -0.05873185,  -1.01568699,   0.11825204
    828282,  -0.06496006,  -1.01568699,   0.12435532
    828284,  -0.05250365,  -1.02789485,   0.11825204
    828286,  -0.04627544,  -1.02179098,   0.11214864
    828290,  -0.05873185,  -1.01568699,   0.11825204
    828292,  -0.05873185,  -1.02179098,   0.11214864
    828294,  -0.04627544,  -1.02789485,   0.11825204
