   1066758,  -0.07741648,   0.06470120,   1.21074796
   1066760,  -0.09610111,   0.05249345,   1.22905803
   1066762,  -0.08364469,   0.08301294,   1.22295451
   1066764,  -0.07118827,   0.07690907,   1.22295451
   1066766,  -0.08364469,   0.07690907,   1.22905803
   1066768,  -0.08364469,   0.08911681,   1.21685123
   1066771,  -0.09610111,   0.07690907,   1.22295451
   1066773,  -0.08987290,   0.08301294,   1.21685123
   1066775,  -0.08987290,   0.07690907,   1.22295451
   1066777,  -0.10855746,   0.07690907,   1.22295451
   1066779,  -0.10855746,   0.07080519,   1.21685123
   1066781,  -0.09610111,   0.06470120,   1.21074796
   1066783,  -0.10232925,   0.07080519,   1.18633461
   1066786,  -0.10855746,   0.05859733,   1.20464468
   1066788,  -0.09610111,   0.06470120,   1.21685123
   1066790,  -0.09610111,   0.06470120,   1.20464468
   1066792,  -0.10855746,   0.05249345,   1.14361143
   1066795,  -0.08364469,   0.07080519,   1.18023133
   1066797,  -0.08364469,   0.07690907,   1.16192126
   1066799,  -0.08364469,   0.07690907,   1.14361143
   1066802,  -0.08364469,   0.08301294,   1.13750792
   1066804,  -0.07118827,   0.08911681,   1.14361143
   1066806,  -0.05873185,   0.09522069,   1.10699129
   1066808,  -0.06496006,   0.10742843,   1.10088801
   1066810,  -0.05873185,   0.12574017,   1.10088801
   1066812,  -0.06496006,   0.10132456,   1.08257794
   1066814,  -0.05250365,   0.10742843,   1.08868146
   1066816,  -0.05873185,   0.12574017,   1.07037139
   1066819,  -0.07118827,   0.12574017,   1.05816483
   1066821,  -0.06496006,   0.11963630,   1.03375149
   1066823,  -0.05250365,   0.13184404,   1.03375149
   1066825,  -0.05250365,   0.13794792,   1.03985476
   1066827,  -0.04627544,   0.13794792,   1.03375149
   1066829,  -0.04627544,   0.13794792,   1.03375149
   1066831,  -0.04004729,   0.13794792,   1.03375149
   1066834,  -0.04627544,   0.14405179,   1.01544142
   1066836,  -0.04627544,   0.12574017,   1.02154469
   1066839,  -0.04004729,   0.12574017,   1.02154469
   1066841,  -0.02759087,   0.12574017,   1.01544142
   1066843,  -0.05250365,   0.11353230,   1.02764797
   1066845,  -0.02759087,   0.11963630,   1.02764797
   1066847,  -0.02759087,   0.13794792,   1.02154469
   1066850,  -0.03381908,   0.12574017,   1.03375149
   1066852,  -0.02136266,   0.13184404,   1.03375149
   1066854,  -0.02759087,   0.11353230,   1.02764797
   1066856,  -0.02759087,   0.10742843,   1.02764797
   1066858,  -0.02759087,   0.10742843,   1.05206132
   1066860,  -0.02759087,   0.10132456,   1.05816483
   1066862,  -0.02136266,   0.10132456,   1.05206132
   1066865,  -0.02136266,   0.09522069,   1.08257794
   1066867,  -0.03381908,   0.09522069,   1.05816483
   1066869,  -0.02759087,   0.08911681,   1.07037139
   1066871,  -0.04004729,   0.09522069,   1.07037139
   1066873,  -0.04004729,   0.07690907,   1.08868146
   1066875,  -0.04627544,   0.05859733,   1.06426811
   1066877,  -0.02759087,   0.05859733,   1.10088801
   1066881,  -0.02759087,   0.05249345,   1.10699129
